route,nq,pax_min,pax_pre,fare_pre,dl_q,nw_q,both_q,legacy_q,dl_any,nw_any,direct,distance,dl_direct,nw_direct,unknown_pax,group,eligible,direct_overlap,original_treated
ABE-ABQ,4,40,55.75,232.2858937359804,0,0,0,0,138,0,0.0,1737.0,0,0,0,other,False,False,False
ABE-ABY,3,4,7.333333333333333,479.64285278320295,0,0,0,0,0,0,0.0,798.0,0,0,0,other,False,False,False
ABE-AEX,4,2,4.0,291.24999618530273,0,0,0,0,0,0,0.0,1152.0,0,0,0,other,False,False,False
ABE-AGS,4,6,14.25,287.6357135863533,0,0,0,0,0,0,0.0,620.0,0,0,0,other,False,False,False
ABE-AHN,4,1,2.5,348.20833587646473,0,0,0,0,0,0,0.0,635.0,0,0,0,other,False,False,False
ABE-ALB,4,13,17.0,187.12854323856897,0,0,0,0,0,0,0.0,167.0,0,0,0,other,False,False,False
ABE-ANC,2,7,15.0,348.70807737741393,0,0,0,0,10,0,0.0,3326.0,0,0,0,other,False,False,False
ABE-APF,2,2,4.5,224.64286041259749,0,0,0,0,0,0,0.0,1067.0,0,0,0,other,False,False,False
ABE-APN,2,1,1.5,408.0,0,0,0,0,0,0,0.0,513.0,0,0,0,other,False,False,False
ABE-ASE,1,4,4.0,288.0,0,0,0,0,0,0,0.0,1661.0,0,0,0,other,False,False,False
ABE-ATL,4,433,475.0,277.03100255147484,0,0,0,0,58,44,0.6584192416849719,693.0,1,0,0,other,True,False,False
ABE-ATW,4,29,45.25,215.69650497486523,0,0,0,1,0,1,0.004901960784313725,712.0,0,0,0,other,False,False,False
ABE-AUS,4,70,79.75,254.6947689066733,0,0,0,0,46,1,0.007142857142857143,1438.0,0,0,0,other,False,False,False
ABE-AVL,4,14,17.5,255.04586804458512,0,0,0,0,0,0,0.0,529.0,0,0,0,other,False,False,False
ABE-AZO,4,16,18.5,354.9024655793843,0,0,0,0,0,6,0.0,536.0,0,0,0,other,False,False,False
ABE-BDL,4,10,14.25,268.41988117597265,0,0,0,0,0,0,0.0,168.0,0,0,0,other,False,False,False
ABE-BGR,4,8,14.0,295.78245271238166,0,0,0,0,0,0,0.0,442.0,0,0,0,other,False,False,False
ABE-BHM,4,70,118.0,182.92922267434477,0,0,0,0,108,6,0.0,793.0,0,0,0,other,False,False,False
ABE-BIL,1,6,6.0,224.333335876465,0,0,0,0,0,0,0.0,1694.0,0,0,0,other,False,False,False
ABE-BMI,4,20,30.75,178.3839291772923,0,0,0,0,0,0,0.0,708.0,0,0,0,other,False,False,False
ABE-BNA,4,148,196.5,177.99308904836843,0,0,0,3,41,95,0.0,685.0,0,0,0,other,True,False,False
ABE-BOI,4,2,9.75,503.4619054158529,0,0,0,0,0,0,0.0,2082.0,0,0,0,other,False,False,False
ABE-BOS,4,62,118.75,193.5612660408137,0,0,0,0,4,0,0.01128173628173628,258.0,2,0,0,other,False,False,False
ABE-BQK,3,2,3.3333333333333335,163.55555725097668,0,0,0,0,0,0,0.0,732.0,0,0,0,other,False,False,False
ABE-BTR,4,16,38.5,201.84916716893514,0,0,0,0,0,1,0.0,1125.0,0,0,0,other,False,False,False
ABE-BTV,4,6,10.75,274.453569139753,0,0,0,0,0,0,0.0,289.0,0,0,0,other,False,False,False
ABE-BUF,4,9,13.75,267.3752128275031,0,0,0,0,0,0,0.0,232.0,0,0,0,other,False,False,False
ABE-BWI,4,1,3.5,264.1964310237339,0,0,0,0,0,0,0.0,121.0,0,0,0,other,False,False,False
ABE-BZN,3,2,11.333333333333334,302.30555364820697,0,0,0,0,2,0,0.0,1820.0,0,0,0,other,False,False,False
ABE-CAE,4,33,57.75,221.6169811954747,0,0,0,0,4,0,0.0,560.0,0,0,0,other,False,False,False
ABE-CAK,4,4,5.5,249.2624995761447,0,0,0,0,0,0,0.0,315.0,0,0,0,other,False,False,False
ABE-CHA,4,28,31.75,313.0892837086312,0,0,0,0,0,0,0.0,659.0,0,0,0,other,False,False,False
ABE-CHO,1,2,2.0,240.0,0,0,0,0,0,0,0.0,237.0,0,0,0,other,False,False,False
ABE-CHS,4,73,159.5,163.50540623014493,0,0,0,4,156,0,0.0,594.0,0,0,0,other,False,False,False
ABE-CID,4,22,31.75,193.1386128189841,0,0,0,0,0,0,0.028603603603603603,849.0,0,0,0,other,False,False,False
ABE-CIU,2,2,2.0,167.0,0,0,0,0,0,0,0.0,595.0,0,0,0,other,False,False,False
ABE-CLE,4,30,119.75,225.09130501150779,0,0,0,0,0,3,0.22183098591549297,339.0,0,0,0,other,False,False,False
ABE-CLT,4,384,463.25,233.4847549324022,0,0,0,4,22,90,0.829523820609391,481.0,0,0,0,other,True,False,False
ABE-CMH,4,55,87.0,144.92489729136034,0,0,0,0,24,123,0.023933387584282727,395.0,0,0,0,other,False,False,False
ABE-CMI,4,4,7.0,226.29807662963876,0,0,0,0,0,0,0.0,678.0,0,0,0,other,False,False,False
ABE-COS,4,19,37.0,265.66882030510993,0,0,0,2,16,0,0.0,1555.0,0,0,0,other,False,False,False
ABE-CRP,1,6,6.0,257.333343505859,0,0,0,0,0,0,0.0,1538.0,0,0,0,other,False,False,False
ABE-CRW,4,6,12.5,163.13138522358685,0,0,0,0,0,0,0.0,364.0,0,0,0,other,False,False,False
ABE-CSG,2,3,3.5,369.66667175292946,0,0,0,0,0,0,0.125,771.0,0,0,0,other,False,False,False
ABE-CVG,4,151,168.0,318.6572604220834,0,0,0,0,4,0,0.7971050716433499,502.0,0,0,0,other,True,False,False
ABE-CWA,4,10,13.0,240.4857113429477,0,0,0,0,0,0,0.0,776.0,0,0,0,other,False,False,False
ABE-DAB,4,12,26.5,195.08704109866204,0,0,0,0,76,0,0.0,855.0,0,0,0,other,False,False,False
ABE-DAY,4,43,61.5,164.47832044449115,0,0,0,1,3,0,0.005813953488372093,466.0,0,0,0,other,False,False,False
ABE-DCA,4,10,15.0,179.66678372274188,0,0,0,0,0,0,0.0,151.0,0,0,0,other,False,False,False
ABE-DEN,4,181,224.75,243.4162904020684,0,0,0,3,114,78,0.0013812154696132596,1549.0,0,0,0,other,True,False,False
ABE-DFW,4,148,159.5,316.29623407268843,0,0,0,0,51,65,0.0,1307.0,0,0,0,other,True,False,False
ABE-DHN,2,2,3.0,274.5,0,0,0,0,0,0,0.0,854.0,0,0,0,other,False,False,False
ABE-DSM,4,41,50.75,228.84616766110747,0,0,0,0,0,0,0.00423728813559322,950.0,0,0,0,other,False,False,False
ABE-DTW,4,63,98.75,203.67824468923718,0,0,0,0,0,50,0.0720466344146006,424.0,0,0,0,other,False,False,False
ABE-EGE,1,4,4.0,712.75,0,0,0,0,0,0,0.0,1657.0,0,0,0,other,False,False,False
ABE-ELP,4,4,8.25,564.6409279318417,0,0,0,0,21,0,0.0,1822.0,0,0,0,other,False,False,False
ABE-ERI,4,6,7.25,227.13393054689672,0,0,0,0,0,0,0.0,265.0,0,0,0,other,False,False,False
ABE-EVV,4,9,11.5,331.4652758704292,0,0,0,0,0,0,0.0,671.0,0,0,0,other,False,False,False
ABE-EWN,4,8,19.25,177.5080138740642,0,0,0,0,0,0,0.0,396.0,0,0,0,other,False,False,False
ABE-EYW,4,1,7.25,247.5,0,0,0,0,0,0,0.0,1172.0,0,0,0,other,False,False,False
ABE-FAR,4,6,8.75,292.6837793077742,0,0,0,0,0,0,0.0,1148.0,0,0,0,other,False,False,False
ABE-FAY,4,11,13.5,189.32973190001798,0,0,0,0,0,0,0.0,435.0,0,0,0,other,False,False,False
ABE-FCA,1,2,2.0,257.0,0,0,0,0,2,0,0.0,1965.0,0,0,0,other,False,False,False
ABE-FLL,4,329,424.25,147.28989270442497,0,0,0,4,416,20,0.1474264705882353,1044.0,0,0,0,other,True,False,False
ABE-FLO,4,8,11.75,214.1956416819275,0,0,0,0,0,0,0.0,505.0,0,0,0,other,False,False,False
ABE-FNT,4,14,19.5,202.89460671150493,0,0,0,0,0,50,0.0,457.0,0,0,0,other,False,False,False
ABE-FSD,4,10,18.75,299.19900958170535,0,0,0,0,0,0,0.0,1109.0,0,0,0,other,False,False,False
ABE-FSM,1,2,2.0,371.0,0,0,0,0,0,0,0.0,1093.0,0,0,0,other,False,False,False
ABE-FWA,4,11,17.75,332.6968906977434,0,0,0,0,1,0,0.0,511.0,0,0,0,other,False,False,False
ABE-GEG,4,1,5.75,473.15000915527327,0,0,0,0,0,0,0.0,2118.0,0,0,0,other,False,False,False
ABE-GNV,4,7,10.5,221.1116084674049,0,0,0,0,0,0,0.0,851.0,0,0,0,other,False,False,False
ABE-GPT,4,2,13.0,197.2594686602101,0,0,0,0,11,0,0.0,1043.0,0,0,0,other,False,False,False
ABE-GRB,4,34,52.5,214.08146631577438,0,0,0,0,1,121,0.0,698.0,0,0,0,other,False,False,False
ABE-GRR,4,68,90.75,221.013979807402,0,0,0,0,0,228,0.006176470588235294,542.0,0,0,0,other,False,False,False
ABE-GSO,4,78,80.75,252.67452861338154,0,0,0,0,0,0,0.006369685167153522,399.0,0,0,0,other,False,False,False
ABE-GSP,4,75,90.0,255.59909621639525,0,0,0,0,9,0,0.0,543.0,0,0,0,other,False,False,False
ABE-GTR,4,2,3.0,288.375,0,0,0,0,0,0,0.0,879.0,0,0,0,other,False,False,False
ABE-HDN,1,6,6.0,243.33332824707,0,0,0,0,6,0,0.0,1661.0,0,0,0,other,False,False,False
ABE-HHH,4,15,30.5,198.2697657813272,0,0,0,1,0,0,0.0,652.0,0,0,0,other,False,False,False
ABE-HNL,4,15,21.5,415.85019785057375,0,0,0,0,66,0,0.0,4896.0,0,0,0,other,False,False,False
ABE-HOU,4,3,8.0,302.35576883951825,0,0,0,0,5,0,0.0,1351.0,0,0,0,other,False,False,False
ABE-HSV,4,23,35.5,237.41800617476645,0,0,0,0,14,0,0.0,746.0,0,0,0,other,False,False,False
ABE-HTS,4,2,6.75,280.9999999999999,0,0,0,1,0,0,0.0,411.0,0,0,0,other,False,False,False
ABE-HVN,1,2,2.0,257.0,0,0,0,0,0,0,0.0,140.0,0,0,0,other,False,False,False
ABE-IAD,1,1,1.0,366.0,0,0,0,0,0,0,0.0,160.0,0,0,0,other,False,False,False
ABE-IAH,4,126,137.25,275.50408855952855,0,0,0,1,19,18,0.0,1339.0,0,0,0,other,True,False,False
ABE-ICT,4,34,48.0,224.0378269920385,0,0,0,0,5,0,0.0,1195.0,0,0,0,other,False,False,False
ABE-ILM,4,34,52.5,173.22831771160196,0,0,0,4,0,0,0.0,462.0,0,0,0,unexposed_legacy,False,False,False
ABE-IND,4,101,128.5,237.31639073704093,0,0,0,1,8,167,0.0,576.0,0,0,0,other,True,False,False
ABE-ISP,1,2,2.0,193.0,0,0,0,0,0,0,0.0,123.0,0,0,0,other,False,False,False
ABE-JAC,2,6,6.5,344.4047597249348,0,0,0,0,2,0,0.0,1809.0,0,0,0,other,False,False,False
ABE-JAN,4,10,15.0,201.6098205702645,0,0,0,0,15,0,0.017857142857142856,996.0,0,0,0,other,False,False,False
ABE-JAX,4,189,220.0,148.87092349307272,0,0,0,4,168,28,0.0010775862068965517,786.0,0,0,0,other,True,False,False
ABE-KOA,3,2,2.6666666666666665,547.3333307902019,0,0,0,0,0,0,0.0,4868.0,0,0,0,other,False,False,False
ABE-LAN,4,9,19.25,240.37666710564227,0,0,0,0,1,32,0.027777777777777776,495.0,0,0,0,other,False,False,False
ABE-LAS,4,345,378.25,209.65381948099562,0,0,0,4,691,18,0.0,2159.0,0,0,0,other,True,False,False
ABE-LAX,4,158,225.0,269.0658600071261,0,0,0,2,196,28,0.0,2386.0,0,0,0,other,True,False,False
ABE-LEX,4,22,28.0,273.6575995450427,0,0,0,0,2,0,0.0,522.0,0,0,0,other,False,False,False
ABE-LFT,4,2,4.0,267.5285677228655,0,0,0,0,0,0,0.0,1177.0,0,0,0,other,False,False,False
ABE-LIT,4,21,35.25,273.7137044760872,0,0,0,0,10,2,0.007142857142857143,1005.0,0,0,0,other,False,False,False
ABE-LNK,4,5,9.5,248.40805576869417,0,0,0,0,0,0,0.0,1115.0,0,0,0,other,False,False,False
ABE-LSE,3,2,3.3333333333333335,344.6666666666667,0,0,0,0,0,0,0.0,838.0,0,0,0,other,False,False,False
ABE-LYH,3,2,2.6666666666666665,370.8333333333333,0,0,0,0,0,0,0.0,306.0,0,0,0,other,False,False,False
ABE-MBS,4,10,16.5,270.78568894149913,0,0,0,0,0,37,0.0,486.0,0,0,0,other,False,False,False
ABE-MCI,4,133,170.0,209.10080797250137,0,0,0,0,35,134,0.0,1025.0,0,0,0,other,True,False,False
ABE-MCN,1,2,2.0,666.0,0,0,0,0,0,0,0.0,714.0,0,0,0,other,False,False,False
ABE-MCO,4,671,759.0,154.08630870448252,0,0,0,4,773,49,0.0,909.0,0,0,0,other,True,False,False
ABE-MDW,4,9,16.0,237.93849160936117,0,0,0,0,0,54,0.0,645.0,0,0,0,other,False,False,False
ABE-MEM,4,65,80.5,283.3036753234905,0,0,0,0,19,84,0.02126095045330125,882.0,0,0,0,other,False,False,False
ABE-MGM,4,6,8.5,335.18154746184854,0,0,0,0,0,0,0.0,839.0,0,0,0,other,False,False,False
ABE-MHT,4,9,17.25,266.5359027677333,0,0,0,0,0,0,0.0,260.0,0,0,0,other,False,False,False
ABE-MIA,4,84,102.75,193.24249664862276,0,0,0,4,98,9,0.0,1065.0,0,0,0,other,False,False,False
ABE-MKE,4,87,100.25,200.85186316721973,0,0,0,0,0,199,0.0,661.0,0,0,0,other,False,False,False
ABE-MKG,4,1,3.75,339.625,0,0,0,0,0,0,0.0,582.0,0,0,0,other,False,False,False
ABE-MLB,4,14,19.5,190.8733771064064,0,0,0,0,39,0,0.0,917.0,0,0,0,other,False,False,False
ABE-MLI,4,6,9.5,279.7861111111111,0,0,0,0,0,0,0.0,787.0,0,0,0,other,False,False,False
ABE-MLU,4,2,3.5,377.41666412353527,0,0,0,0,0,0,0.0,1078.0,0,0,0,other,False,False,False
ABE-MOB,4,8,10.75,365.74375279744453,0,0,0,0,5,0,0.0,995.0,0,0,0,other,False,False,False
ABE-MQT,3,4,4.0,184.66666666666666,0,0,0,0,0,0,0.0,730.0,0,0,0,other,False,False,False
ABE-MSN,4,48,58.75,221.81854686894437,0,0,0,0,1,125,0.0,735.0,0,0,0,other,False,False,False
ABE-MSO,2,4,5.0,364.66667175292946,0,0,0,0,0,0,0.0,1957.0,0,0,0,other,False,False,False
ABE-MSP,4,163,188.0,296.9578128027109,0,0,0,0,2,300,0.0,947.0,0,0,0,other,True,False,False
ABE-MSY,4,103,123.5,217.9460577190458,0,0,0,4,68,15,0.019933473389355742,1112.0,0,0,0,other,True,False,False
ABE-MTH,1,2,2.0,258.0,0,0,0,0,0,0,0.0,1149.0,0,0,0,other,False,False,False
ABE-MTJ,1,2,2.0,180.0,0,0,0,0,2,0,0.0,1727.0,0,0,0,other,False,False,False
ABE-MYR,4,100,152.25,166.20338140865715,0,0,0,4,4,0,0.03601708042679715,519.0,0,0,0,other,True,False,False
ABE-OAJ,4,11,12.25,198.60824656097486,0,0,0,0,0,0,0.0,420.0,0,0,0,other,False,False,False
ABE-OAK,4,4,13.0,348.31512614658897,0,0,0,1,10,0,0.0,2487.0,0,0,0,other,False,False,False
ABE-OGG,3,6,7.0,501.4484192984446,0,0,0,0,0,0,0.0,4837.0,0,0,0,other,False,False,False
ABE-OKC,4,29,50.75,255.32756237000217,0,0,0,0,0,0,0.0,1258.0,0,0,0,other,False,False,False
ABE-OMA,4,35,58.75,204.98056296535367,0,0,0,0,0,0,0.0,1067.0,0,0,0,other,False,False,False
ABE-ONT,4,18,22.25,320.29322203642073,0,0,0,0,89,0,0.0,2341.0,0,0,0,other,False,False,False
ABE-ORD,4,855,1060.25,221.3207615365255,0,0,0,0,5,42,0.9183304328008587,654.0,0,0,0,other,True,False,False
ABE-ORF,4,16,21.75,292.196664187232,0,0,0,0,0,0,0.0,263.0,0,0,0,other,False,False,False
ABE-PBI,4,164,205.5,151.8043706040423,0,0,0,4,168,6,0.0,1003.0,0,0,0,other,True,False,False
ABE-PDX,4,55,92.25,249.86239667077683,0,0,0,0,109,4,0.0,2371.0,0,0,0,other,False,False,False
ABE-PFN,3,4,14.666666666666666,191.6228961109714,0,0,0,0,0,0,0.037037037037037035,923.0,0,0,0,other,False,False,False
ABE-PGV,4,5,6.75,175.02857066563195,0,0,0,0,0,0,0.0,363.0,0,0,0,other,False,False,False
ABE-PHF,2,2,3.0,285.5,0,0,0,0,0,0,0.0,250.0,0,0,0,other,False,False,False
ABE-PHL,4,1,2.25,150.41666603088373,0,0,0,0,0,0,1.0,55.0,0,0,0,other,False,False,False
ABE-PHX,4,134,170.75,252.62648249780182,0,0,0,4,112,49,0.0,2065.0,0,0,0,other,True,False,False
ABE-PIA,4,6,11.25,297.684564843137,0,0,0,0,0,0,0.013888888888888888,747.0,0,0,0,other,False,False,False
ABE-PIE,4,961,1104.25,99.03310394287108,0,0,0,0,0,0,1.0,973.0,0,0,0,other,True,False,False
ABE-PIT,4,9,45.5,241.61044165807172,0,0,0,0,0,1,0.09102564102564102,252.0,0,0,0,other,False,False,False
ABE-PLN,2,2,3.0,286.5,0,0,0,0,0,0,0.0,582.0,0,0,0,other,False,False,False
ABE-PNS,4,34,55.75,211.0660951376177,0,0,0,0,118,0,0.0,964.0,0,0,0,other,False,False,False
ABE-PSP,3,1,3.6666666666666665,482.25,1,0,0,0,2,0,0.0,2289.0,0,0,0,other,False,False,False
ABE-PVD,4,9,17.5,250.26639310173368,0,0,0,0,0,0,0.0,222.0,0,0,0,other,False,False,False
ABE-PWM,4,28,38.25,255.89352249259892,0,0,0,0,0,0,0.0,335.0,0,0,0,other,False,False,False
ABE-RAP,2,4,9.5,271.4666726430257,0,0,0,0,0,0,0.0,1425.0,0,0,0,other,False,False,False
ABE-RDU,4,135,168.5,154.27209342293378,0,0,0,4,1,0,0.009074074074074075,377.0,0,0,0,other,True,False,False
ABE-RIC,4,9,14.0,296.33197763616386,0,0,0,0,0,0,0.0,240.0,0,0,0,other,False,False,False
ABE-RNO,1,2,2.0,436.0,0,0,0,0,2,0,0.0,2323.0,0,0,0,other,False,False,False
ABE-ROA,4,4,13.0,288.739488397945,0,0,0,0,0,0,0.0,335.0,0,0,0,other,False,False,False
ABE-ROC,4,7,8.25,263.41607238224583,0,0,0,0,0,0,0.0,206.0,0,0,0,other,False,False,False
ABE-RST,3,1,2.0,424.4444478352863,0,0,0,0,0,0,0.0,900.0,0,0,0,other,False,False,False
ABE-RSW,4,155,175.75,166.10157467233302,0,0,0,4,108,23,0.0,1042.0,0,0,0,other,True,False,False
ABE-SAN,4,115,157.5,257.8131721591952,0,0,0,1,210,47,0.0014044943820224719,2357.0,0,0,0,other,True,False,False
ABE-SAT,4,96,106.0,231.07943729778344,0,0,0,0,85,76,0.0,1507.0,0,0,0,other,False,False,False
ABE-SAV,4,167,209.25,150.4778233063664,0,0,0,2,234,1,0.003987698081734779,671.0,0,0,0,other,True,False,False
ABE-SBN,4,29,45.0,193.83857933376166,0,0,0,0,0,2,0.004629629629629629,570.0,0,0,0,other,False,False,False
ABE-SDF,4,54,66.25,211.57318268019677,0,0,0,0,3,48,0.0158994708994709,576.0,0,0,0,other,False,False,False
ABE-SEA,4,111,152.0,275.7310108319982,0,0,0,0,161,37,0.0,2341.0,0,0,0,other,True,False,False
ABE-SFB,4,2140,2301.5,104.30913925170876,0,0,0,0,0,0,1.0,885.0,0,0,0,other,True,False,False
ABE-SFO,4,147,213.5,274.0440220401792,0,0,0,1,121,38,0.0,2497.0,0,0,0,other,True,False,False
ABE-SGF,4,11,39.75,230.34216998418822,0,0,0,0,0,0,0.0,992.0,0,0,0,other,False,False,False
ABE-SHV,4,4,11.0,340.2794272427353,0,0,0,0,0,0,0.12177033492822967,1166.0,0,0,0,other,False,False,False
ABE-SJC,4,36,55.75,289.5367168971722,0,0,0,0,12,0,0.0,2480.0,0,0,0,other,False,False,False
ABE-SJU,4,2,4.5,159.49999936421708,0,0,0,2,3,2,0.0,0.0,0,0,0,other,False,False,False
ABE-SLC,4,47,48.75,352.0275543075027,0,0,0,0,105,0,0.0,1901.0,0,0,0,other,False,False,False
ABE-SMF,4,25,47.0,250.84325393785127,0,0,0,0,38,0,0.0,2433.0,0,0,0,other,False,False,False
ABE-SNA,4,66,78.0,253.53418036083627,0,0,0,0,96,0,0.0,2365.0,0,0,0,other,False,False,False
ABE-SPI,3,4,8.666666666666666,307.63333587646474,0,0,0,0,0,0,0.0,753.0,0,0,0,other,False,False,False
ABE-SRQ,4,43,69.0,189.8953528876848,0,0,0,2,116,7,0.0,1003.0,0,0,0,other,False,False,False
ABE-STL,4,170,178.75,212.96589335272438,0,0,0,3,24,128,0.0,804.0,0,0,0,other,True,False,False
ABE-STT,2,2,2.0,105.5,0,0,0,1,0,0,0.0,0.0,0,0,0,other,False,False,False
ABE-SYR,3,1,2.6666666666666665,292.5,0,0,0,0,0,0,0.0,173.0,0,0,0,other,False,False,False
ABE-TLH,4,19,36.25,219.4133635244532,0,0,0,0,61,0,0.0,868.0,0,0,0,other,False,False,False
ABE-TOL,4,4,12.0,309.84936005029914,0,0,0,0,0,0,0.0,440.0,0,0,0,other,False,False,False
ABE-TPA,4,321,351.5,157.44054358062877,0,0,0,4,268,20,0.0,966.0,0,0,0,other,True,False,False
ABE-TRI,4,19,21.25,260.9470687712589,0,0,0,0,0,0,0.0,475.0,0,0,0,other,False,False,False
ABE-TUL,4,43,66.5,230.4181717894761,0,0,0,0,3,0,0.04341506572295248,1148.0,0,0,0,other,False,False,False
ABE-TUP,1,2,2.0,236.0,0,0,0,0,0,0,0.0,854.0,0,0,0,other,False,False,False
ABE-TUS,4,13,17.75,228.37456084186675,0,0,0,0,49,0,0.0,2048.0,0,0,0,other,False,False,False
ABE-TVC,4,7,16.25,282.4297398217932,0,0,0,0,0,25,0.0,588.0,0,0,0,other,False,False,False
ABE-TYS,4,27,35.5,257.46769970442904,0,0,0,0,4,0,0.011111111111111112,573.0,0,0,0,other,False,False,False
ABE-VLD,3,2,5.0,145.57142639160168,0,0,0,0,0,0,0.0,812.0,0,0,0,other,False,False,False
ABE-VPS,4,20,23.0,222.22984022771843,0,0,0,0,40,1,0.0,954.0,0,0,0,other,False,False,False
ABE-XNA,4,21,36.0,268.7877347012681,0,0,0,0,0,1,0.01639344262295082,1063.0,0,0,0,other,False,False,False
ABI-ABQ,4,28,40.0,153.70329856872576,0,0,0,0,0,0,0.0,438.0,0,0,0,other,False,False,False
ABI-ACT,2,2,2.0,229.5,0,0,0,0,0,0,0.0,154.0,0,0,0,other,False,False,False
ABI-AEX,3,1,1.0,352.3333333333333,0,0,0,0,0,0,0.0,426.0,0,0,0,other,False,False,False
ABI-AMA,4,5,7.75,172.07067108154274,0,0,0,0,0,0,0.0,228.0,0,0,0,other,False,False,False
ABI-ANC,3,1,3.6666666666666665,559.7916666666666,0,0,0,0,0,0,0.0,2985.0,0,0,0,other,False,False,False
ABI-ATL,4,61,84.75,238.50270114536295,0,0,0,0,9,0,0.0,888.0,0,0,0,other,False,False,False
ABI-AUS,4,18,23.25,131.72095886246987,0,0,0,0,0,0,0.0,187.0,0,0,0,other,False,False,False
ABI-AVL,1,1,1.0,365.0,0,0,0,0,0,0,0.0,1005.0,0,0,0,other,False,False,False
ABI-BDL,3,12,13.666666666666666,290.3921610514323,0,0,0,0,0,0,0.0,1619.0,0,0,0,other,False,False,False
ABI-BFL,1,4,4.0,244.75,0,0,0,0,0,0,0.0,1130.0,0,0,0,other,False,False,False
ABI-BHM,4,19,24.75,199.471111498381,0,0,0,1,0,0,0.0,754.0,0,0,0,other,False,False,False
ABI-BNA,4,51,60.75,206.48773256658785,0,0,0,0,0,0,0.0,786.0,0,0,0,other,False,False,False
ABI-BOS,4,18,24.5,274.1207466058028,0,0,0,0,0,0,0.0,1709.0,0,0,0,other,False,False,False
ABI-BPT,1,2,2.0,176.0,0,0,0,0,0,0,0.0,376.0,0,0,0,other,False,False,False
ABI-BRO,1,2,2.0,192.0,0,0,0,0,0,0,0.0,470.0,0,0,0,other,False,False,False
ABI-BTR,4,7,9.5,206.8420338473478,0,0,0,2,0,0,0.0,520.0,0,0,0,other,False,False,False
ABI-BUF,1,1,1.0,450.0,0,0,0,0,0,0,0.0,1353.0,0,0,0,other,False,False,False
ABI-BUR,4,12,22.75,218.7158537970647,0,0,0,0,0,0,0.0,1086.0,0,0,0,other,False,False,False
ABI-BWI,4,57,77.25,252.50101246839742,0,0,0,0,0,0,0.0,1369.0,0,0,0,other,False,False,False
ABI-BZN,1,2,2.0,275.0,0,0,0,0,2,0,0.0,1109.0,0,0,0,other,False,False,False
ABI-CAE,4,7,10.0,327.23131561279297,0,0,0,0,0,0,0.0,1079.0,0,0,0,other,False,False,False
ABI-CHA,3,4,6.666666666666667,250.25,0,0,0,0,0,0,0.0,852.0,0,0,0,other,False,False,False
ABI-CHS,4,9,15.75,237.15598315662803,0,0,0,0,0,0,0.0,1143.0,0,0,0,other,False,False,False
ABI-CID,4,2,5.25,249.44047927856423,0,0,0,0,0,0,0.0,788.0,0,0,0,other,False,False,False
ABI-CLE,4,19,26.75,244.7838365700198,0,0,0,0,0,0,0.0,1163.0,0,0,0,other,False,False,False
ABI-CLL,3,2,2.0,133.33333333333334,0,0,0,0,0,0,0.0,233.0,0,0,0,other,False,False,False
ABI-CLT,4,17,26.5,273.6276220433852,0,0,0,0,0,0,0.0,1093.0,0,0,0,other,False,False,False
ABI-CMH,4,7,30.25,204.71995604897845,0,0,0,0,0,0,0.0,1072.0,0,0,0,other,False,False,False
ABI-CMI,3,1,1.6666666666666667,173.0,0,0,0,0,0,0,0.0,825.0,0,0,0,other,False,False,False
ABI-COS,4,17,22.75,225.55307769775402,0,0,0,0,0,0,0.0,525.0,0,0,0,other,False,False,False
ABI-CRP,4,8,15.5,164.84539634303056,0,0,0,1,0,0,0.0,346.0,0,0,0,other,False,False,False
ABI-CVG,4,5,7.25,316.1534118652345,0,0,0,0,0,0,0.0,958.0,0,0,0,other,False,False,False
ABI-DAY,4,6,12.5,231.25714111328125,0,0,0,0,0,0,0.0,1005.0,0,0,0,other,False,False,False
ABI-DCA,4,37,55.5,263.65699284206426,0,0,0,0,0,0,0.0,1345.0,0,0,0,other,False,False,False
ABI-DEN,4,71,83.25,209.24745812644193,0,0,0,0,0,0,0.0,586.0,0,0,0,other,False,False,False
ABI-DFW,4,238,276.25,98.9313030242921,0,0,0,0,0,0,1.0,158.0,0,0,0,other,True,False,False
ABI-DSM,4,2,7.5,326.875,0,0,0,0,0,0,0.0,713.0,0,0,0,other,False,False,False
ABI-DTW,4,25,36.75,213.0916906171857,0,0,0,0,0,7,0.0,1123.0,0,0,0,other,False,False,False
ABI-EGE,2,2,4.0,255.33333587646501,0,0,0,0,0,0,0.0,643.0,0,0,0,other,False,False,False
ABI-ELP,4,22,33.75,172.39383697509749,0,0,0,0,0,0,0.0,396.0,0,0,0,other,False,False,False
ABI-EVV,2,2,3.0,260.75,0,0,0,0,0,0,0.0,788.0,0,0,0,other,False,False,False
ABI-EWR,4,19,29.5,283.337215312596,0,0,0,0,0,0,0.0,1522.0,0,0,0,other,False,False,False
ABI-FAT,3,2,8.666666666666666,265.5333353678387,0,0,0,0,0,0,0.0,1178.0,0,0,0,other,False,False,False
ABI-FLL,4,8,13.0,243.1588228562298,0,0,0,0,0,0,0.0,1255.0,0,0,0,other,False,False,False
ABI-FNT,1,4,4.0,138.5,0,0,0,0,0,0,0.0,1134.0,0,0,0,other,False,False,False
ABI-FSM,3,2,4.0,295.7301635742187,0,0,0,0,0,0,0.0,366.0,0,0,0,other,False,False,False
ABI-FWA,3,2,2.6666666666666665,268.0,0,0,0,0,0,0,0.0,997.0,0,0,0,other,False,False,False
